Info: *******************************************************************
Info: Running Quartus Prime Signal Tap
    Info: Version 21.3.0 Build 170 09/23/2021 SC Pro Edition
    Info: Copyright (C) 2021  Intel Corporation. All rights reserved.
    Info: Your use of Intel Corporation's design tools, logic functions 
    Info: and other software and tools, and any partner logic 
    Info: functions, and any output files from any of the foregoing 
    Info: (including device programming or simulation files), and any 
    Info: associated documentation or information are expressly subject 
    Info: to the terms and conditions of the Intel Program License 
    Info: Subscription Agreement, the Intel Quartus Prime License Agreement,
    Info: the Intel FPGA IP License Agreement, or other applicable license
    Info: agreement, including, without limitation, that your use is for
    Info: the sole purpose of programming logic devices manufactured by
    Info: Intel and sold by Intel or its authorized distributors.  Please
    Info: refer to the applicable agreement for further details, at
    Info: https://fpgasoftware.intel.com/eula.
    Info: Processing started: Sun Aug 30 16:10:28 2026
    Info: System process ID: 1121588
Info: Command: quartus_stp -t scripts/jtag/read_step5_helper_pi_state_rail_audit.tcl 600 100 "DE5 [1-11.2]"
Info: Quartus(args): 600 100 {DE5 [1-11.2]}
STEP5_PI_AUDIT_CONFIG samples=600 gap_ms=100 board_filter=DE5 [1-11.2] experiment=EXP-WRPC-STEP5-HPLL-6208-64-HELPER-PI-STATE-RAIL-AUDIT read_only=1 pi_trace_base=0x200 fresh_reset_required=1
=== DE5 [1-11.2] ===
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=1 elapsed_ms=0 FRAME_VALID=0 PI_TRACE_PRESENT=0 PI_EPOCH=INVALID PI_INTEGRATOR_BEFORE=INVALID PI_I_NEW=INVALID PI_INTEGRATOR_AFTER=INVALID PI_UNCLAMPED_OUTPUT=INVALID PI_CLAMPED_OUTPUT=INVALID PI_CLAMP_SIDE=INVALID HELPER_ERROR=INVALID HELPER_OUTPUT=INVALID FREQ_ERROR=INVALID TARGET_CODE=65531 APPLIED_CODE=5 NORMAL_COMPLETED=0 NORMAL_FINC=0 NORMAL_FDEC=0 HELPER_LOCKED=INVALID HELPER_LOCK_COUNT=INVALID BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=326 elapsed_ms=32500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=343526 PI_INTEGRATOR_BEFORE=7357524 PI_I_NEW=7357158 PI_INTEGRATOR_AFTER=7357158 PI_UNCLAMPED_OUTPUT=1794 PI_CLAMPED_OUTPUT=1794 PI_CLAMP_SIDE=0 HELPER_ERROR=183 HELPER_OUTPUT=1794 FREQ_ERROR=-17 TARGET_CODE=1798 APPLIED_CODE=1797 NORMAL_COMPLETED=3080 NORMAL_FINC=1554 NORMAL_FDEC=1526 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=327 elapsed_ms=32600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=345814 PI_INTEGRATOR_BEFORE=10770074 PI_I_NEW=10774758 PI_INTEGRATOR_AFTER=10774758 PI_UNCLAMPED_OUTPUT=2721 PI_CLAMPED_OUTPUT=2721 PI_CLAMP_SIDE=0 HELPER_ERROR=-2342 HELPER_OUTPUT=2721 FREQ_ERROR=-2 TARGET_CODE=2350 APPLIED_CODE=2309 NORMAL_COMPLETED=3088 NORMAL_FINC=1562 NORMAL_FDEC=1526 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=328 elapsed_ms=32700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=347340 PI_INTEGRATOR_BEFORE=13711286 PI_I_NEW=13713676 PI_INTEGRATOR_AFTER=13713676 PI_UNCLAMPED_OUTPUT=3397 PI_CLAMPED_OUTPUT=3397 PI_CLAMP_SIDE=0 HELPER_ERROR=-1195 HELPER_OUTPUT=3397 FREQ_ERROR=-11 TARGET_CODE=3413 APPLIED_CODE=3397 NORMAL_COMPLETED=3105 NORMAL_FINC=1579 NORMAL_FDEC=1526 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=329 elapsed_ms=32800 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=348866 PI_INTEGRATOR_BEFORE=13727970 PI_I_NEW=13725698 PI_INTEGRATOR_AFTER=13725698 PI_UNCLAMPED_OUTPUT=3314 PI_CLAMPED_OUTPUT=3314 PI_CLAMP_SIDE=0 HELPER_ERROR=1136 HELPER_OUTPUT=3314 FREQ_ERROR=9 TARGET_CODE=3286 APPLIED_CODE=3333 NORMAL_COMPLETED=3108 NORMAL_FINC=1580 NORMAL_FDEC=1528 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=330 elapsed_ms=32900 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=351918 PI_INTEGRATOR_BEFORE=8374926 PI_I_NEW=8373226 PI_INTEGRATOR_AFTER=8373226 PI_UNCLAMPED_OUTPUT=2018 PI_CLAMPED_OUTPUT=2018 PI_CLAMP_SIDE=0 HELPER_ERROR=850 HELPER_OUTPUT=2018 FREQ_ERROR=10 TARGET_CODE=2544 APPLIED_CODE=2565 NORMAL_COMPLETED=3120 NORMAL_FINC=1580 NORMAL_FDEC=1540 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=331 elapsed_ms=33000 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=353444 PI_INTEGRATOR_BEFORE=8918584 PI_I_NEW=8921508 PI_INTEGRATOR_AFTER=8921508 PI_UNCLAMPED_OUTPUT=2237 PI_CLAMPED_OUTPUT=2237 PI_CLAMP_SIDE=0 HELPER_ERROR=-1462 HELPER_OUTPUT=2237 FREQ_ERROR=9 TARGET_CODE=2270 APPLIED_CODE=2245 NORMAL_COMPLETED=3133 NORMAL_FINC=1584 NORMAL_FDEC=1549 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=332 elapsed_ms=33100 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=354970 PI_INTEGRATOR_BEFORE=11848644 PI_I_NEW=11852432 PI_INTEGRATOR_AFTER=11852432 PI_UNCLAMPED_OUTPUT=2968 PI_CLAMPED_OUTPUT=2968 PI_CLAMP_SIDE=0 HELPER_ERROR=-1894 HELPER_OUTPUT=2968 FREQ_ERROR=7 TARGET_CODE=3005 APPLIED_CODE=2949 NORMAL_COMPLETED=3144 NORMAL_FINC=1595 NORMAL_FDEC=1549 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=333 elapsed_ms=33200 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=357258 PI_INTEGRATOR_BEFORE=1534411439148822 PI_I_NEW=12912644 PI_INTEGRATOR_AFTER=12912644 PI_UNCLAMPED_OUTPUT=3124 PI_CLAMPED_OUTPUT=3124 PI_CLAMP_SIDE=0 HELPER_ERROR=905 HELPER_OUTPUT=3124 FREQ_ERROR=-2 TARGET_CODE=3242 APPLIED_CODE=3205 NORMAL_COMPLETED=3148 NORMAL_FINC=1599 NORMAL_FDEC=1549 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=334 elapsed_ms=33300 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=359546 PI_INTEGRATOR_BEFORE=10022932 PI_I_NEW=10020840 PI_INTEGRATOR_AFTER=10020840 PI_UNCLAMPED_OUTPUT=2413 PI_CLAMPED_OUTPUT=2413 PI_CLAMP_SIDE=0 HELPER_ERROR=1046 HELPER_OUTPUT=2413 FREQ_ERROR=-11 TARGET_CODE=2598 APPLIED_CODE=2629 NORMAL_COMPLETED=3157 NORMAL_FINC=1599 NORMAL_FDEC=1558 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=335 elapsed_ms=33400 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=361072 PI_INTEGRATOR_BEFORE=9412378 PI_I_NEW=9412984 PI_INTEGRATOR_AFTER=9412984 PI_UNCLAMPED_OUTPUT=2314 PI_CLAMPED_OUTPUT=2314 PI_CLAMP_SIDE=0 HELPER_ERROR=-303 HELPER_OUTPUT=2314 FREQ_ERROR=4 TARGET_CODE=2324 APPLIED_CODE=2309 NORMAL_COMPLETED=3162 NORMAL_FINC=1599 NORMAL_FDEC=1563 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=336 elapsed_ms=33500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=363362 PI_INTEGRATOR_BEFORE=11407860 PI_I_NEW=11409692 PI_INTEGRATOR_AFTER=11409692 PI_UNCLAMPED_OUTPUT=2824 PI_CLAMPED_OUTPUT=2824 PI_CLAMP_SIDE=0 HELPER_ERROR=-916 HELPER_OUTPUT=2824 FREQ_ERROR=2 TARGET_CODE=2664 APPLIED_CODE=2629 NORMAL_COMPLETED=3167 NORMAL_FINC=1604 NORMAL_FDEC=1563 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=337 elapsed_ms=33600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=365650 PI_INTEGRATOR_BEFORE=12379230 PI_I_NEW=786069221860326 PI_INTEGRATOR_AFTER=12379110 PI_UNCLAMPED_OUTPUT=3025 PI_CLAMPED_OUTPUT=3025 PI_CLAMP_SIDE=0 HELPER_ERROR=60 HELPER_OUTPUT=3025 FREQ_ERROR=2 TARGET_CODE=3025 APPLIED_CODE=3013 NORMAL_COMPLETED=3173 NORMAL_FINC=1610 NORMAL_FDEC=1563 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=338 elapsed_ms=33700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=367938 PI_INTEGRATOR_BEFORE=11345836 PI_I_NEW=11344592 PI_INTEGRATOR_AFTER=11344592 PI_UNCLAMPED_OUTPUT=2752 PI_CLAMPED_OUTPUT=2752 PI_CLAMP_SIDE=0 HELPER_ERROR=622 HELPER_OUTPUT=2752 FREQ_ERROR=-4 TARGET_CODE=2856 APPLIED_CODE=2885 NORMAL_COMPLETED=3175 NORMAL_FINC=1610 NORMAL_FDEC=1565 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=339 elapsed_ms=33800 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=369464 PI_INTEGRATOR_BEFORE=10671030 PI_I_NEW=10670490 PI_INTEGRATOR_AFTER=10670490 PI_UNCLAMPED_OUTPUT=2600 PI_CLAMPED_OUTPUT=2600 PI_CLAMP_SIDE=0 HELPER_ERROR=270 HELPER_OUTPUT=2600 FREQ_ERROR=6 TARGET_CODE=2596 APPLIED_CODE=2629 NORMAL_COMPLETED=3179 NORMAL_FINC=1610 NORMAL_FDEC=1569 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=340 elapsed_ms=33900 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=370990 PI_INTEGRATOR_BEFORE=10495822 PI_I_NEW=10496244 PI_INTEGRATOR_AFTER=10496244 PI_UNCLAMPED_OUTPUT=2575 PI_CLAMPED_OUTPUT=2575 PI_CLAMP_SIDE=0 HELPER_ERROR=-211 HELPER_OUTPUT=2575 FREQ_ERROR=7 TARGET_CODE=2581 APPLIED_CODE=2565 NORMAL_COMPLETED=3180 NORMAL_FINC=1610 NORMAL_FDEC=1570 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=341 elapsed_ms=34000 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=373278 PI_INTEGRATOR_BEFORE=11687706 PI_I_NEW=11688844 PI_INTEGRATOR_AFTER=11688844 PI_UNCLAMPED_OUTPUT=2880 PI_CLAMPED_OUTPUT=2880 PI_CLAMP_SIDE=0 HELPER_ERROR=-569 HELPER_OUTPUT=2880 FREQ_ERROR=-5 TARGET_CODE=2778 APPLIED_CODE=2757 NORMAL_COMPLETED=3183 NORMAL_FINC=1613 NORMAL_FDEC=1570 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=342 elapsed_ms=34100 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=375568 PI_INTEGRATOR_BEFORE=12310482 PI_I_NEW=12310670 PI_INTEGRATOR_AFTER=12310670 PI_UNCLAMPED_OUTPUT=3014 PI_CLAMPED_OUTPUT=3014 PI_CLAMP_SIDE=0 HELPER_ERROR=-94 HELPER_OUTPUT=3014 FREQ_ERROR=-6 TARGET_CODE=3000 APPLIED_CODE=2949 NORMAL_COMPLETED=3186 NORMAL_FINC=1616 NORMAL_FDEC=1570 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=343 elapsed_ms=34200 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=377094 PI_INTEGRATOR_BEFORE=12309034 PI_I_NEW=12308666 PI_INTEGRATOR_AFTER=12308666 PI_UNCLAMPED_OUTPUT=3003 PI_CLAMPED_OUTPUT=3003 PI_CLAMP_SIDE=0 HELPER_ERROR=184 HELPER_OUTPUT=3003 FREQ_ERROR=10 TARGET_CODE=3000 APPLIED_CODE=3013 NORMAL_COMPLETED=3187 NORMAL_FINC=1617 NORMAL_FDEC=1570 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=344 elapsed_ms=34300 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=378620 PI_INTEGRATOR_BEFORE=11874684 PI_I_NEW=11873992 PI_INTEGRATOR_AFTER=11873992 PI_UNCLAMPED_OUTPUT=2891 PI_CLAMPED_OUTPUT=2891 PI_CLAMP_SIDE=0 HELPER_ERROR=346 HELPER_OUTPUT=2891 FREQ_ERROR=2 TARGET_CODE=2883 APPLIED_CODE=2885 NORMAL_COMPLETED=3189 NORMAL_FINC=1617 NORMAL_FDEC=1572 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=345 elapsed_ms=34400 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=380144 PI_INTEGRATOR_BEFORE=11396626 PI_I_NEW=11396296 PI_INTEGRATOR_AFTER=11396296 PI_UNCLAMPED_OUTPUT=2781 PI_CLAMPED_OUTPUT=2781 PI_CLAMP_SIDE=0 HELPER_ERROR=165 HELPER_OUTPUT=2781 FREQ_ERROR=-11 TARGET_CODE=2778 APPLIED_CODE=2821 NORMAL_COMPLETED=3190 NORMAL_FINC=1617 NORMAL_FDEC=1573 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=346 elapsed_ms=34500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=383196 PI_INTEGRATOR_BEFORE=11855248 PI_I_NEW=11856074 PI_INTEGRATOR_AFTER=11856074 PI_UNCLAMPED_OUTPUT=2915 PI_CLAMPED_OUTPUT=2915 PI_CLAMP_SIDE=0 HELPER_ERROR=-413 HELPER_OUTPUT=2915 FREQ_ERROR=-7 TARGET_CODE=2800 APPLIED_CODE=2821 NORMAL_COMPLETED=3190 NORMAL_FINC=1617 NORMAL_FDEC=1573 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=347 elapsed_ms=34600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=384722 PI_INTEGRATOR_BEFORE=12472914 PI_I_NEW=12473756 PI_INTEGRATOR_AFTER=12473756 PI_UNCLAMPED_OUTPUT=3066 PI_CLAMPED_OUTPUT=3066 PI_CLAMP_SIDE=0 HELPER_ERROR=-421 HELPER_OUTPUT=3066 FREQ_ERROR=1 TARGET_CODE=3074 APPLIED_CODE=3013 NORMAL_COMPLETED=3193 NORMAL_FINC=1620 NORMAL_FDEC=1573 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=348 elapsed_ms=34700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=386248 PI_INTEGRATOR_BEFORE=12780358 PI_I_NEW=12780300 PI_INTEGRATOR_AFTER=12780300 PI_UNCLAMPED_OUTPUT=3124 PI_CLAMPED_OUTPUT=3124 PI_CLAMP_SIDE=0 HELPER_ERROR=29 HELPER_OUTPUT=3124 FREQ_ERROR=6 TARGET_CODE=3123 APPLIED_CODE=3077 NORMAL_COMPLETED=3194 NORMAL_FINC=1621 NORMAL_FDEC=1573 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=349 elapsed_ms=34800 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=387774 PI_INTEGRATOR_BEFORE=12409268 PI_I_NEW=12408204 PI_INTEGRATOR_AFTER=12408204 PI_UNCLAMPED_OUTPUT=3015 PI_CLAMPED_OUTPUT=3015 PI_CLAMP_SIDE=0 HELPER_ERROR=532 HELPER_OUTPUT=3015 FREQ_ERROR=-4 TARGET_CODE=3002 APPLIED_CODE=3013 NORMAL_COMPLETED=3195 NORMAL_FINC=1621 NORMAL_FDEC=1574 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=350 elapsed_ms=34900 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=390062 PI_INTEGRATOR_BEFORE=11567526 PI_I_NEW=11567594 PI_INTEGRATOR_AFTER=11567594 PI_UNCLAMPED_OUTPUT=2830 PI_CLAMPED_OUTPUT=2830 PI_CLAMP_SIDE=0 HELPER_ERROR=-34 HELPER_OUTPUT=2830 FREQ_ERROR=-5 TARGET_CODE=2835 APPLIED_CODE=2885 NORMAL_COMPLETED=3197 NORMAL_FINC=1621 NORMAL_FDEC=1576 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=351 elapsed_ms=35000 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=391588 PI_INTEGRATOR_BEFORE=11910540 PI_I_NEW=11911190 PI_INTEGRATOR_AFTER=11911190 PI_UNCLAMPED_OUTPUT=2925 PI_CLAMPED_OUTPUT=2925 PI_CLAMP_SIDE=0 HELPER_ERROR=-325 HELPER_OUTPUT=2925 FREQ_ERROR=-10 TARGET_CODE=2930 APPLIED_CODE=2885 NORMAL_COMPLETED=3197 NORMAL_FINC=1621 NORMAL_FDEC=1576 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=352 elapsed_ms=35100 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=393876 PI_INTEGRATOR_BEFORE=12403234 PI_I_NEW=12403446 PI_INTEGRATOR_AFTER=12403446 PI_UNCLAMPED_OUTPUT=3037 PI_CLAMPED_OUTPUT=3037 PI_CLAMP_SIDE=0 HELPER_ERROR=-106 HELPER_OUTPUT=3037 FREQ_ERROR=7 TARGET_CODE=3015 APPLIED_CODE=3013 NORMAL_COMPLETED=3199 NORMAL_FINC=1623 NORMAL_FDEC=1576 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=353 elapsed_ms=35200 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=395402 PI_INTEGRATOR_BEFORE=12322844 PI_I_NEW=12322440 PI_INTEGRATOR_AFTER=12322440 PI_UNCLAMPED_OUTPUT=3006 PI_CLAMPED_OUTPUT=3006 PI_CLAMP_SIDE=0 HELPER_ERROR=202 HELPER_OUTPUT=3006 FREQ_ERROR=3 TARGET_CODE=3002 APPLIED_CODE=3013 NORMAL_COMPLETED=3199 NORMAL_FINC=1623 NORMAL_FDEC=1576 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=354 elapsed_ms=35300 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=397692 PI_INTEGRATOR_BEFORE=11243962 PI_I_NEW=11242784 PI_INTEGRATOR_AFTER=11242784 PI_UNCLAMPED_OUTPUT=2728 PI_CLAMPED_OUTPUT=2728 PI_CLAMP_SIDE=0 HELPER_ERROR=589 HELPER_OUTPUT=2728 FREQ_ERROR=6 TARGET_CODE=2818 APPLIED_CODE=2821 NORMAL_COMPLETED=3202 NORMAL_FINC=1623 NORMAL_FDEC=1579 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=355 elapsed_ms=35400 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=399980 PI_INTEGRATOR_BEFORE=11037776 PI_I_NEW=11038970 PI_INTEGRATOR_AFTER=11038970 PI_UNCLAMPED_OUTPUT=2722 PI_CLAMPED_OUTPUT=2722 PI_CLAMP_SIDE=0 HELPER_ERROR=-597 HELPER_OUTPUT=2722 FREQ_ERROR=-1 TARGET_CODE=2639 APPLIED_CODE=2629 NORMAL_COMPLETED=3205 NORMAL_FINC=1623 NORMAL_FDEC=1582 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=356 elapsed_ms=35500 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=401506 PI_INTEGRATOR_BEFORE=12010252 PI_I_NEW=12011150 PI_INTEGRATOR_AFTER=12011150 PI_UNCLAMPED_OUTPUT=2954 PI_CLAMPED_OUTPUT=2954 PI_CLAMP_SIDE=0 HELPER_ERROR=-449 HELPER_OUTPUT=2954 FREQ_ERROR=0 TARGET_CODE=2963 APPLIED_CODE=2949 NORMAL_COMPLETED=3210 NORMAL_FINC=1628 NORMAL_FDEC=1582 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=357 elapsed_ms=35600 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=404558 PI_INTEGRATOR_BEFORE=11129794 PI_I_NEW=11128146 PI_INTEGRATOR_AFTER=11128146 PI_UNCLAMPED_OUTPUT=2692 PI_CLAMPED_OUTPUT=2692 PI_CLAMP_SIDE=0 HELPER_ERROR=824 HELPER_OUTPUT=2692 FREQ_ERROR=-7 TARGET_CODE=2963 APPLIED_CODE=2949 NORMAL_COMPLETED=3210 NORMAL_FINC=1628 NORMAL_FDEC=1582 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
STEP5_PI_SAMPLE board=DE5 [1-11.2] sample=358 elapsed_ms=35700 FRAME_VALID=1 PI_TRACE_PRESENT=1 PI_EPOCH=406084 PI_INTEGRATOR_BEFORE=10369094 PI_I_NEW=10368990 PI_INTEGRATOR_AFTER=10368990 PI_UNCLAMPED_OUTPUT=2535 PI_CLAMPED_OUTPUT=2535 PI_CLAMP_SIDE=0 HELPER_ERROR=52 HELPER_OUTPUT=2535 FREQ_ERROR=-8 TARGET_CODE=2535 APPLIED_CODE=2565 NORMAL_COMPLETED=3216 NORMAL_FINC=1628 NORMAL_FDEC=1588 HELPER_LOCKED=0 HELPER_LOCK_COUNT=0 BOOT_GENERATION=1 CPU_RESET=1 WR_CORE_RESET=0 SI_CONFIG_DROP=0
